alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041901,Horo,3,ET041901,Horo,octdec,62.25806,50.69365,85.45157
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041902,Shambu town,3,ET041902,Shambu town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041903,Guduru,3,ET041903,Guduru,octdec,25.89044,5.32759,51.83195
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041904,Ababo,3,ET041904,Ababo,octdec,21.93701,10.00587,39.23655
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041905,Abay Chomen,3,ET041905,Abay Chomen,octdec,41.70761,13.36333,67.86331
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041906,Jimma Genete,3,ET041906,Jimma Genete,octdec,61.5413,39.48118,73.3349
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041907,Jimma Rare,3,ET041907,Jimma Rare,octdec,33.86641,13.14661,69.08836
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041908,Jarte Jardega,3,ET041908,Jarte Jardega,octdec,55.9144,20.89577,90.96333
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041909,Amuru,3,ET041909,Amuru,octdec,55.77606,31.68402,85.65253
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041910,Abe Dongoro,3,ET041910,Abe Dongoro,octdec,102.56713,79.91084,138.85875
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041911,Choman Guduru,3,ET041911,Choman Guduru,octdec,30.26088,13.22379,50.11847
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041912,Horo Buluk,3,ET041912,Horo Buluk,octdec,68.56273,53.58446,78.10651
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042001,Burayu,3,ET042001,Burayu,octdec,-1.60785,-2.16075,-1.31797
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042004,Lege Tafo-Lege Dadi town,3,ET042004,Lege Tafo-Lege Dadi town,octdec,1.5696,1.5696,1.5696
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042005,Sululta town,3,ET042005,Sululta town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042006,Sebeta Hawas,3,ET042006,Sebeta Hawas,octdec,2.6086,-3.2601,9.45635
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042008,Dukem,3,ET042008,Dukem,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042009,Sebeta town,3,ET042009,Sebeta town,octdec,-3.22976,-4.10869,-1.54497
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042011,Bereh,3,ET042011,Bereh,octdec,-2.60709,-14.45224,9.91641
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042012,Akaki,3,ET042012,Akaki,octdec,2.17935,-3.38257,8.59814
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042013,Sululta,3,ET042013,Sululta,octdec,-6.33695,-17.60429,10.41639
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042014,Welmera,3,ET042014,Welmera,octdec,-0.99859,-11.41036,7.61969
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042016,Mulo,3,ET042016,Mulo,octdec,-7.50916,-13.47867,-3.66265
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042018,Sendafa town,3,ET042018,Sendafa town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042020,Holeta town,3,ET042020,Holeta town,octdec,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042098,Gelana (Finfine),3,ET042098,Gelana (Finfine),octdec,0.09816,0.09816,0.09816
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042101,Gololcha Bale,3,ET042101,Gololcha Bale,octdec,-36.35697,-62.19247,-6.54755
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042102,Lege Hida,3,ET042102,Lege Hida,octdec,-49.87526,-68.13121,-11.84894
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042103,Ginir,3,ET042103,Ginir,octdec,-7.69434,-41.22977,24.51222
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042104,Rayitu,3,ET042104,Rayitu,octdec,9.29094,-19.11679,36.89102
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042105,Seweyna,3,ET042105,Seweyna,octdec,-14.42956,-61.86546,22.87755
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042106,Dawe Ketchen,3,ET042106,Dawe Ketchen,octdec,13.92773,1.226,27.52782
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042107,Ginir town,3,ET042107,Ginir town,octdec,-8.23927,-8.23927,-8.23927
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050101,Ayisha,3,ET050101,Ayisha,octdec,-7.0691,-17.98217,-0.88868
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050102,Dembel,3,ET050102,Dembel,octdec,-13.82737,-28.42312,-6.4999
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050103,Shinile,3,ET050103,Shinile,octdec,-6.80822,-29.29015,9.45067
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050104,Erer (SM),3,ET050104,Erer (SM),octdec,-5.12972,-32.71275,9.69293
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050105,Afdem,3,ET050105,Afdem,octdec,-7.82129,-26.43475,7.00921
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050106,Hadhagala,3,ET050106,Hadhagala,octdec,-4.03875,-10.07382,8.73916
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050107,Miesso,3,ET050107,Miesso,octdec,-21.11413,-30.45806,-14.32572
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050198,Gota-Biki,3,ET050198,Gota-Biki,octdec,-13.4833,-24.16484,-3.44897
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050199,Gablalu,3,ET050199,Gablalu,octdec,4.00287,-7.86912,23.8093
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050202,Gursum (SM),3,ET050202,Gursum (SM),octdec,-17.44821,-18.97484,-15.90097
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050203,Babile (SM),3,ET050203,Babile (SM),octdec,-16.11023,-21.94569,-9.18985
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050204,Shabeeley,3,ET050204,Shabeeley,octdec,-17.10795,-23.83765,-8.2808
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050205,Aw-Bare,3,ET050205,Aw-Bare,octdec,-11.93692,-21.35756,-6.77365
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050206,Kebribeyah,3,ET050206,Kebribeyah,octdec,-15.25123,-25.07167,-8.53735
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050207,Harshin,3,ET050207,Harshin,octdec,-10.42055,-17.76016,4.42263
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050283,Tuliguled,3,ET050283,Tuliguled,octdec,-13.99135,-19.34802,-7.30609
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050290,Goljano,3,ET050290,Goljano,octdec,-4.32965,-20.10206,8.49427
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050293,Jigjiga town,3,ET050293,Jigjiga town,octdec,-9.54609,-16.09837,-0.80455
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050295,Wajale town,3,ET050295,Wajale town,octdec,-6.75973,-7.31643,-6.22875
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050296,Kebribayah town,3,ET050296,Kebribayah town,octdec,,,
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050297,Koran /Mulla,3,ET050297,Koran /Mulla,octdec,-15.51489,-24.44959,-6.34766
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050298,Haroreys,3,ET050298,Haroreys,octdec,-9.87612,-14.10661,-3.86054
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050299,Harawo,3,ET050299,Harawo,octdec,-17.19061,-22.02417,-10.76801
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050301,Degehamedo,3,ET050301,Degehamedo,octdec,4.8375,-11.53698,21.17846
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050302,Degehabur,3,ET050302,Degehabur,octdec,4.16787,-12.48508,24.28334
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050303,Aware,3,ET050303,Aware,octdec,19.18204,-3.92014,44.97646
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050304,Gashamo,3,ET050304,Gashamo,octdec,8.30989,-41.17788,78.7218
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050305,Gunagado,3,ET050305,Gunagado,octdec,28.16989,5.62405,57.78625
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050306,Bilcil-Bur,3,ET050306,Bilcil-Bur,octdec,-5.32078,-15.37438,6.65931
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050307,Degahabur town,3,ET050307,Degahabur town,octdec,9.39788,2.45232,14.02924
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050382,Yocale,3,ET050382,Yocale,octdec,-6.06649,-13.86088,11.5182
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050392,Daror,3,ET050392,Daror,octdec,24.69555,-9.74672,73.29328
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050394,Burqod,3,ET050394,Burqod,octdec,10.61213,-3.54999,34.17927
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050395,Ararso,3,ET050395,Ararso,octdec,-13.2906,-18.73961,-6.95602
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050399,Dig,3,ET050399,Dig,octdec,46.7172,17.00282,64.87428
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050402,Fik,3,ET050402,Fik,octdec,-18.74611,-39.58144,0.79005
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050403,Salahad,3,ET050403,Salahad,octdec,-16.05555,-22.27158,-8.85192
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050404,Hamero,3,ET050404,Hamero,octdec,-9.12255,-23.96823,11.35381
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050407,Lagahida,3,ET050407,Lagahida,octdec,-18.97667,-26.10255,-13.89304
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050408,Meyumuluka,3,ET050408,Meyumuluka,octdec,-23.08881,-30.2812,-14.70969
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050497,Qubi,3,ET050497,Qubi,octdec,-26.44818,-34.34869,-15.5212
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050498,Yahob,3,ET050498,Yahob,octdec,1.48624,-15.56702,19.15498
ETH,ET,Ethiopia,ET05,Somali,ET0504,Erer,ET050499,Wangey,3,ET050499,Wangey,octdec,-12.92625,-21.63543,-5.82598
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050501,Shaygosh,3,ET050501,Shaygosh,octdec,17.92075,-9.02283,54.05983
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050502,Kebridehar,3,ET050502,Kebridehar,octdec,64.20344,21.28207,90.19249
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050503,Shilabo,3,ET050503,Shilabo,octdec,-3.01871,-35.47056,36.54092
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050504,Debeweyin,3,ET050504,Debeweyin,octdec,30.15116,2.52331,61.04665
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050586,Marsin,3,ET050586,Marsin,octdec,46.43486,-1.1102,80.3629
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050592,Kebridehar town,3,ET050592,Kebridehar town,octdec,63.91238,51.99541,73.46568
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050595,Goglo,3,ET050595,Goglo,octdec,37.86877,0.56772,68.3219
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050596,Lasdhankayre,3,ET050596,Lasdhankayre,octdec,49.73104,25.70056,77.00066
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050597,Higloley,3,ET050597,Higloley,octdec,15.03573,-5.65044,32.01974
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050598,El-Ogaden,3,ET050598,El-Ogaden,octdec,45.64997,4.65602,82.12946
ETH,ET,Ethiopia,ET05,Somali,ET0505,Korahe,ET050599,Bodaley,3,ET050599,Bodaley,octdec,46.59054,-5.55119,84.68677
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050601,East Imi,3,ET050601,East Imi,octdec,-11.19393,-32.4919,8.7644
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050602,Adadle,3,ET050602,Adadle,octdec,-8.63571,-31.55135,14.50156
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050603,Danan,3,ET050603,Danan,octdec,16.53693,-16.80067,74.76041
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050604,Gode,3,ET050604,Gode,octdec,10.08611,-14.17564,28.52887
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050605,Kelafo,3,ET050605,Kelafo,octdec,7.55652,-31.4668,22.92287
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050606,Mustahil,3,ET050606,Mustahil,octdec,7.63518,-11.2392,23.00503
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050607,Ferfer,3,ET050607,Ferfer,octdec,-10.78739,-26.77068,10.39522
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050608,Berocano,3,ET050608,Berocano,octdec,-12.69885,-28.9126,2.26611
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050696,Godey town,3,ET050696,Godey town,octdec,1.22147,-5.67977,5.38621
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050698,Elale,3,ET050698,Elale,octdec,24.76135,6.64745,44.44913
ETH,ET,Ethiopia,ET05,Somali,ET0506,Shabelle,ET050699,Aba-Korow,3,ET050699,Aba-Korow,octdec,-20.18101,-43.0045,7.47034
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050701,Danod,3,ET050701,Danod,octdec,-4.50347,-54.13235,79.24022
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050702,Bokh,3,ET050702,Bokh,octdec,40.37492,-47.91375,194.21425
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050703,Galadi,3,ET050703,Galadi,octdec,-2.15051,-38.71616,41.26312
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050704,Warder,3,ET050704,Warder,octdec,0.37073,-33.3005,50.64046
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050788,Daratole,3,ET050788,Daratole,octdec,-6.05715,-24.28632,26.7399
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050798,Lehel-Yucub,3,ET050798,Lehel-Yucub,octdec,5.83786,-16.02741,26.80576
ETH,ET,Ethiopia,ET05,Somali,ET0507,Doolo,ET050799,Galhamur,3,ET050799,Galhamur,octdec,106.20251,36.21325,211.5145
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050802,Charati,3,ET050802,Charati,octdec,-16.23366,-39.37753,10.8438
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050804,Elkare /Serer,3,ET050804,Elkare /Serer,octdec,-20.11235,-40.80775,3.5257
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050805,West Imi,3,ET050805,West Imi,octdec,-17.55846,-35.20789,6.22666
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050806,Hargele,3,ET050806,Hargele,octdec,-13.58191,-46.75595,17.38304
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050807,Barey,3,ET050807,Barey,octdec,-15.30377,-32.29616,5.78361
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050808,Dolobay,3,ET050808,Dolobay,octdec,-20.59026,-40.18259,-8.20616
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050809,Raso,3,ET050809,Raso,octdec,-3.16699,-12.15992,7.55607
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050898,Kohle /Qoxle,3,ET050898,Kohle /Qoxle,octdec,-11.52351,-32.07485,5.39946
ETH,ET,Ethiopia,ET05,Somali,ET0508,Afder,ET050899,God-God,3,ET050899,God-God,octdec,-6.81569,-27.22099,20.57823
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050901,Filtu,3,ET050901,Filtu,octdec,-20.55779,-55.61179,25.82253
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050902,Dolo Ado,3,ET050902,Dolo Ado,octdec,-35.69722,-55.03928,-18.78537
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050903,Goro Baqaqsa,3,ET050903,Goro Baqaqsa,octdec,-4.9098,-30.15674,29.10777
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050904,Guradamole,3,ET050904,Guradamole,octdec,0.07322,-24.47784,22.96036
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050991,Deka Suftu,3,ET050991,Deka Suftu,octdec,12.64356,-15.73988,44.89949
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050999,Bokolmayo,3,ET050999,Bokolmayo,octdec,-34.37153,-57.62323,5.84818
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051001,Ayun,3,ET051001,Ayun,octdec,-14.00978,-24.32245,2.74738
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051002,Elwayne,3,ET051002,Elwayne,octdec,-6.07379,-42.52932,13.31331
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051003,Garbo,3,ET051003,Garbo,octdec,-2.5353,-28.76436,20.10572
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051005,Sagag,3,ET051005,Sagag,octdec,17.6735,2.82034,30.39263
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051006,Dihun,3,ET051006,Dihun,octdec,-16.16978,-46.68312,9.40583
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051095,Horshagah,3,ET051095,Horshagah,octdec,2.25047,-21.47669,31.98367
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051096,Hararey,3,ET051096,Hararey,octdec,-34.47624,-55.28261,-7.94042
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051103,Moyale (SM),3,ET051103,Moyale (SM),octdec,-22.00648,-43.26868,1.99406
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051104,Hudet,3,ET051104,Hudet,octdec,-31.25029,-51.84654,-6.98984
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051187,Mubarek,3,ET051187,Mubarek,octdec,-28.02405,-58.66365,11.58264
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051198,Qada Duma,3,ET051198,Qada Duma,octdec,-18.03987,-38.25936,5.437
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060200,Gilgel Beles town,3,ET060200,Gilgel Beles town,octdec,,,
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060201,Dangur,3,ET060201,Dangur,octdec,26.97447,12.10941,50.60746
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060202,Guba,3,ET060202,Guba,octdec,29.70651,12.65049,48.93195
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060203,Wembera,3,ET060203,Wembera,octdec,43.33711,9.54104,96.01028
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060204,Mandura,3,ET060204,Mandura,octdec,42.30664,30.87946,56.28926
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060205,Dibate,3,ET060205,Dibate,octdec,64.77832,27.90206,104.50705
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060206,Pawe,3,ET060206,Pawe,octdec,38.87202,22.08508,53.25989
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060207,Bulen,3,ET060207,Bulen,octdec,65.03511,32.91592,97.51697
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060301,Menge,3,ET060301,Menge,octdec,9.97985,5.38985,15.42666
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060302,Kurmuk,3,ET060302,Kurmuk,octdec,5.20398,-3.03656,15.2686
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060303,Assosa,3,ET060303,Assosa,octdec,6.78182,-2.10912,15.03834
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060304,Sherkole,3,ET060304,Sherkole,octdec,10.1964,2.47355,21.46901
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060305,Bambasi,3,ET060305,Bambasi,octdec,10.19211,-4.98158,27.05377
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060306,Bilidigilu,3,ET060306,Bilidigilu,octdec,25.36688,12.51431,47.43824
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060307,Homosha,3,ET060307,Homosha,octdec,7.17939,-0.42368,11.48463
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060308,Undulu,3,ET060308,Undulu,octdec,14.44663,8.75212,22.7767
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060309,Assosa town Administration,3,ET060309,Assosa town Administration,octdec,,,
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060400,Kamashi town,3,ET060400,Kamashi town,octdec,114.08408,114.08408,114.08408
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060401,Zayi,3,ET060401,Zayi,octdec,81.85628,32.07529,148.90489
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060402,Sedal,3,ET060402,Sedal,octdec,18.30595,6.9874,59.23058
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060403,Kamashi,3,ET060403,Kamashi,octdec,113.12325,44.08582,168.40565
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060404,Dembe,3,ET060404,Dembe,octdec,73.51411,24.63793,124.00526
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060405,Mizyiga,3,ET060405,Mizyiga,octdec,144.4607,71.75522,180.54956
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0605,Mao Komo Special,ET060508,Maokomo Special,3,ET060508,Maokomo Special,octdec,20.94478,-5.11064,41.12378
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070101,Kebena,3,ET070101,Kebena,octdec,59.20075,36.01871,79.68715
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070102,Abeshege,3,ET070102,Abeshege,octdec,86.59644,74.65336,100.05302
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070103,Ezha,3,ET070103,Ezha,octdec,71.11819,61.46934,89.77694
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070104,Gedebano Gutazer Welene,3,ET070104,Gedebano Gutazer Welene,octdec,47.55989,32.27396,71.65559
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070105,Sodo,3,ET070105,Sodo,octdec,5.49566,-9.81361,20.45034
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070106,Meskan,3,ET070106,Meskan,octdec,40.23387,25.33231,58.45823
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070107,Mareko,3,ET070107,Mareko,octdec,15.41793,1.92598,45.11667
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070108,Endiguagn,3,ET070108,Endiguagn,octdec,52.42325,47.43948,59.70572
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070109,Gumer,3,ET070109,Gumer,octdec,53.06842,33.99052,75.94298
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070110,Cheha,3,ET070110,Cheha,octdec,80.85077,42.49932,102.78681
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070111,Enemor Ener,3,ET070111,Enemor Ener,octdec,95.31339,60.1291,121.83211
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070112,Muhur Na Aklil,3,ET070112,Muhur Na Aklil,octdec,66.89408,45.15539,79.19206
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070113,Geta,3,ET070113,Geta,octdec,42.40835,28.55272,64.26842
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070114,Welkite town,3,ET070114,Welkite town,octdec,87.44138,87.44138,87.44138
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070115,Butajira town,3,ET070115,Butajira town,octdec,41.55875,41.55875,41.55875
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070116,Emdebir town,3,ET070116,Emdebir town,octdec,61.84989,61.84989,61.84989
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070117,Bui town,3,ET070117,Bui town,octdec,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070118,Misrak Meskan,3,ET070118,Misrak Meskan,octdec,29.86226,12.48707,42.514
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070119,Debub Sodo,3,ET070119,Debub Sodo,octdec,15.68355,-6.11129,37.1083
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070120,Enor Ener,3,ET070120,Enor Ener,octdec,64.7005,34.52809,112.47699
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070201,Misha,3,ET070201,Misha,octdec,79.64435,70.72734,85.42323
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070202,Gombora,3,ET070202,Gombora,octdec,95.72662,78.49835,113.20853
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070203,Lemmo,3,ET070203,Lemmo,octdec,48.07881,34.32364,82.64632
